X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-74.2564,4.2777,train,0.01693951416219714,63.62095041539357,0.5976058221046804
-74.1493,4.7303,train,0.004619162101638311,13.954103311650218,0.28824222637325103
-72.9201,5.5898,train,0.011789025286666761,47.50175914026256,0.5082540639251673
-72.9353,5.4908,train,0.013582492767458312,51.293904981574045,0.5435473578064202
-72.7928,5.6338,train,0.0143538888615279,54.08789416081811,0.5572160575880891
-74.2045,4.603,train,0.005007221331789045,15.938210093505903,0.30507025791418607
-73.769,5.461,train,0.0041176414678423074,9.995493003936932,0.26524771686306864
-74.3703,3.7925,train,0.024256907270314314,81.59682429172726,0.6801696666312529
-74.1174,4.3766,train,0.009602845869141527,37.73221776864382,0.4570832919451404
-72.7341,5.7451,train,0.0177355121117521,67.16210574818041,0.608597141095036
-74.0221,4.8711,train,0.0053737052416471575,18.029591091813266,0.32024804505628013
-74.1918,3.9442,train,0.025092848444396503,84.10627350799139,0.6874947878164742
-74.0895,3.9689,train,0.014648534088579957,55.55284992236134,0.5622233852715597
-74.2773,4.6915,train,0.004599331478041781,13.492218198221266,0.28736036413764104
-74.2025,4.3434,train,0.011412477095208607,45.17518032454171,0.5001393640092366
-74.2535,4.1021,train,0.027488007972071692,89.43121130144748,0.7067393353826552
-73.8528,5.2463,train,0.011467624289015552,46.32212645366284,0.5013444974906871
-72.5441,5.8511,train,0.019283795081881935,70.9782829708261,0.6283431208485657
-72.7133,5.861,train,0.012521781105909848,49.93563098916557,0.5233130421919763
-72.2593,6.4649,train,0.042663930126985314,100.0,0.7890492511476799
