Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.41336E-3,59.515380769,0.63866459,0.345549738,0.585798817,0
5.47896E-3,62.228620188,0.643094714,0.319371728,0.615384615,0
5.47945E-3,66.063941619,0.643127385,0.282722513,0.656804734,0
5.50753E-3,66.614694554,0.6450069,0.277486911,0.674556213,0
5.56783E-3,69.9252427,0.649009801,0.246073298,0.710059172,0
5.58543E-3,70.483786139,0.650169486,0.240837696,0.733727811,0
5.65388E-3,71.049173738,0.654642964,0.235602094,0.798816568,0
5.69296E-3,71.61847015,0.657172129,0.230366492,0.810650888,0
5.71096E-3,72.189566082,0.658330259,0.22513089,0.810650888,0
5.71401E-3,72.760966694,0.658525956,0.219895288,0.810650888,0
5.97027E-3,73.357993678,0.674590999,0.214659686,0.810650888,0
5.98222E-3,73.956216053,0.67532165,0.209424084,0.810650888,0
6.01502E-3,74.557718052,0.677317823,0.204188482,0.816568047,0
6.01502E-3,75.76072205,0.677317823,0.188481675,0.816568047,0
6.06226E-3,76.36694815,0.680171636,0.188481675,0.834319527,0
6.09008E-3,87.281799789,0.681840319,0.094240838,0.940828402,0
6.17925E-3,87.899724316,0.687130454,0.089005236,0.940828402,0
6.37085E-3,88.536809406,0.698202561,0.083769634,0.940828402,0
6.88467E-3,89.225276696,0.72599811,0.078534031,0.940828402,0
6.94121E-3,89.919397863,0.728895804,0.073298429,0.940828402,0
6.94121E-3,91.307640198,0.728895804,0.057591623,0.940828402,0
6.94708E-3,92.00234783,0.729194616,0.057591623,0.958579882,0
6.98982E-3,94.785452838,0.731362597,0.036649215,0.982248521,0
7.70652E-3,95.556104506,0.765233278,0.031413613,0.982248521,0
7.73053E-3,96.329157792,0.766291117,0.02617801,0.982248521,0
7.73328E-3,97.102486003,0.766411908,0.020942408,0.982248521,0
9.65838E-3,98.068324002,0.837357183,0.015706806,0.982248521,0
