X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.005057671154623905,50.6286569578852,0.6136701987846627
2.0,2.0,train,0.005057671154623905,50.6286569578852,0.6136701987846627
3.0,3.0,train,0.005057671154623905,50.6286569578852,0.6136701987846627
4.0,4.0,train,0.005319142117926613,56.28306475349807,0.6322058487882407
5.0,5.0,train,0.005057671154623905,50.6286569578852,0.6136701987846627
6.0,6.0,train,0.0060622609960214,76.36733892734756,0.6801716363913071
7.0,7.0,train,0.005478961069772595,62.23699349771533,0.6430947138218412
8.0,8.0,train,0.004861494967135198,29.693827623803244,0.5991524685887453
9.0,9.0,train,0.005057671154623905,50.6286569578852,0.6136701987846627
10.0,10.0,train,0.005507529348099685,66.61468176781725,0.6450068998054601
11.0,11.0,train,0.005057671154623905,50.6286569578852,0.6136701987846627
12.0,12.0,train,0.005319142117926613,56.28306475349807,0.6322058487882407
13.0,13.0,train,0.0054133582796614494,59.51527323079057,0.6386645895377323
14.0,14.0,train,0.005478961069772595,62.23699349771533,0.6430947138218412
15.0,15.0,train,0.006015019989331876,74.55771785636286,0.6773178225309642
16.0,16.0,train,0.005366878300035876,56.81970966319026,0.6354925772910639
17.0,17.0,train,0.0060622609960214,76.36733892734756,0.6801716363913071
18.0,18.0,train,0.0054133582796614494,59.51527323079057,0.6386645895377323
19.0,19.0,train,0.005478961069772595,62.23699349771533,0.6430947138218412
20.0,20.0,train,0.005319142117926613,56.28306475349807,0.6322058487882407
21.0,21.0,train,0.005585434390214191,70.48382240156627,0.6501694863335215
22.0,22.0,train,0.005585434390214191,70.48382240156627,0.6501694863335215
23.0,23.0,train,0.005567834714685439,69.92539232253516,0.6490098006603771
24.0,24.0,train,0.004925661784862531,32.141116270154434,0.6039601015799221
25.0,25.0,train,0.0060622609960214,76.36733892734756,0.6801716363913071
26.0,26.0,train,0.004925661784862531,32.141116270154434,0.6039601015799221
27.0,27.0,train,0.0060622609960214,76.36733892734756,0.6801716363913071
28.0,28.0,train,0.004668775585601232,21.1647350600826,0.5843594496153852
29.0,29.0,train,0.0060622609960214,76.36733892734756,0.6801716363913071
30.0,30.0,train,0.004925661784862531,32.141116270154434,0.6039601015799221
31.0,31.0,train,0.004668775585601232,21.1647350600826,0.5843594496153852
32.0,32.0,train,0.004460835173116392,11.557090580959876,0.5677851782357392
33.0,33.0,train,0.004580997918420145,14.714885203104526,0.5774419329717917
34.0,34.0,train,0.004903380223655784,31.64737530058146,0.6022972488159657
35.0,35.0,train,0.004925661784862531,32.141116270154434,0.6039601015799221
36.0,36.0,train,0.004593640050589346,17.92287950779591,0.5784452766090203
37.0,37.0,train,0.004861494967135198,29.693827623803244,0.5991524685887453
38.0,38.0,train,0.004489679068364891,13.35213724794143,0.5701231292269069
39.0,39.0,train,0.0054133582796614494,59.51527323079057,0.6386645895377323
40.0,40.0,train,0.004509278964680492,13.803181216895485,0.5717045843257798
