Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.49583E-3,24.951147217,0.546961888,0.647058824,0.198412698,0
5.55206E-3,25.506353469,0.550616981,0.640522876,0.214285714,0
5.59579E-3,26.065932024,0.553438807,0.633986928,0.222222222,0
5.67631E-3,26.633563114,0.558589518,0.62745098,0.23015873,0
5.70874E-3,28.339699033,0.560646824,0.607843137,0.253968254,0
5.72262E-3,28.911960587,0.561524393,0.60130719,0.253968254,0
5.76122E-3,29.488082832,0.563956449,0.594771242,0.261904762,0
5.80442E-3,30.068525255,0.566661971,0.588235294,0.261904762,0
5.97212E-3,31.246179998,0.577006048,0.575163399,0.277777778,0
5.97212E-3,34.232241593,0.577006048,0.535947712,0.277777778,0
6.0068E-3,34.832921715,0.579114067,0.535947712,0.325396825,0
6.0068E-3,37.235642203,0.579114067,0.503267974,0.325396825,0
6.28101E-3,37.863742798,0.595416771,0.503267974,0.365079365,0
6.63926E-3,38.527668758,0.615768878,0.496732026,0.365079365,0
6.76506E-3,46.507360046,0.622669781,0.418300654,0.46031746,0
6.76506E-3,47.860371502,0.622669781,0.39869281,0.46031746,0
6.86561E-3,48.54693283,0.628096757,0.39869281,0.484126984,0
6.88552E-3,49.92204591,0.629161693,0.385620915,0.5,0
6.88873E-3,50.610919307,0.629333496,0.379084967,0.5,0
7.06068E-3,54.072480485,0.638402666,0.346405229,0.53968254,0
7.06529E-3,54.779009775,0.638643108,0.339869281,0.53968254,0
7.06661E-3,59.724846702,0.638711768,0.294117647,0.595238095,0
7.14291E-3,61.85246025,0.642661458,0.274509804,0.619047619,0
7.30822E-3,66.154737987,0.651071152,0.235294118,0.666666667,0
7.33831E-3,69.081034582,0.652580549,0.209150327,0.698412698,0
7.35684E-3,69.816718187,0.653506597,0.202614379,0.698412698,0
7.71425E-3,74.266561132,0.670896709,0.163398693,0.746031746,0
7.85015E-3,75.051575678,0.677277371,0.156862745,0.746031746,0
7.85308E-3,75.836883491,0.677413694,0.150326797,0.746031746,0
8.39063E-3,76.675946027,0.701453153,0.14379085,0.746031746,0
8.46223E-3,77.522169249,0.704517227,0.137254902,0.746031746,0
8.49787E-3,78.37195604,0.706030347,0.130718954,0.746031746,0
8.59604E-3,79.231560002,0.71015884,0.124183007,0.753968254,0
8.59604E-3,80.950767927,0.71015884,0.104575163,0.753968254,0
8.73849E-3,81.824616828,0.716046493,0.104575163,0.777777778,0
8.78513E-3,82.703129483,0.717947987,0.098039216,0.920634921,0
8.82295E-3,83.585424106,0.719480608,0.091503268,0.920634921,0
9.47189E-3,84.532612658,0.744518279,0.08496732,0.920634921,0
1.16137E-2,85.693983345,0.812349544,0.078431373,0.920634921,0
1.16343E-2,89.180157864,0.812906294,0.058823529,0.944444444,0
1.2275E-2,93.897955239,0.829401621,0.032679739,0.976190476,0
1.23624E-2,95.134195894,0.831536923,0.026143791,0.976190476,0
1.23925E-2,96.373441782,0.832264726,0.019607843,0.976190476,0
1.30176E-2,97.675201061,0.846711063,0.013071895,0.976190476,0
2.3248E-2,100,0.964891533,0.006535948,0.976190476,0
