X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-76.5972,3.5895,train,0.0037992574844101816,38.58655191049395,0.515674970488153
-76.08,5.1832,train,0.0038711038202595147,40.88759174339812,0.5203523677144917
-75.5716,4.7255,train,0.004841578184052471,79.38406610362435,0.5757023414042902
-75.952,5.2037,train,0.0044191534516867925,59.959950212949025,0.5532628802554437
-76.4311,3.8687,train,0.00340600679872526,32.130413794983305,0.4883659413848251
-76.6333,3.5,train,0.0037309524965860284,37.07532361956372,0.5111427418509448
-75.891,5.3731,train,0.0044527228993519385,62.6330556289255,0.5551325601898475
-76.296,4.7415,train,0.004285706558127825,56.026464310934365,0.5456723860432794
-75.6321,4.6302,train,0.004873961903982859,80.84277634031986,0.5773299099852228
-76.5886,3.8818,train,0.004240885369686047,53.89217876812745,0.5430647463752518
-76.4763,4.0109,train,0.004409008764610314,59.07630640878047,0.5526947667868563
-76.654,3.3306,train,0.0031332688803713837,25.500614852976565,0.4675436065560152
-76.5833,3.6833,train,0.003365172827489118,30.437413362386504,0.48535271917999984
-76.1939,3.8609,train,0.0031132112772899803,25.187325403612892,0.46594519239277743
-76.1368,4.5529,train,0.0029422083655344564,21.23785779160506,0.4519178498057356
-75.5409,4.9516,train,0.0046179634188860605,68.98822039955793,0.5641122684873131
-76.2417,6.5866,train,0.0047837557989584825,77.45660987568809,0.5727648675720377
-76.9149,2.519,train,0.004585535985804126,67.14545127636137,0.5623787598056421
-76.0833,5.04,train,0.004626950718387288,70.37461818399434,0.5645902844361306
-75.4967,4.763,train,0.0020549801312035737,11.848415213566124,0.36544248215546693
-75.8846,5.5046,train,0.004981769070424899,83.31753310758653,0.5826593338671818
-77.064,2.5077,train,0.002441680498974739,15.100621370279358,0.40627193571211295
-76.2555,4.5653,train,0.0038733941422091477,41.274609527249886,0.5204999886227756
-75.897,4.2254,train,0.003927881098198011,42.83802391389419,0.5239853028636494
-76.169,3.623,train,0.002928867954654622,20.650684929839763,0.45079248910913616
-76.0764,4.0107,train,0.003773357822271782,37.82728760410156,0.5139663809847977
-75.1169,5.4721,train,0.004120507371362966,48.87574842913983,0.5359108338580975
-75.1251,6.9862,train,0.0039800189862748015,44.42465658232861,0.5272732466949062
-75.15,7.07,train,0.0029789434920476808,22.12870687411645,0.45499302364040367
-75.0994,6.8178,train,0.003448518398075844,34.19144333071434,0.4914656977112197
-75.4827,5.1038,train,0.004803042026998164,78.41657542160031,0.5737491504369543
-75.4007,7.0598,train,0.004278001629113508,55.598175532452,0.5452262435582759
-75.0444,5.5234,train,0.002718494955780167,18.95714198263087,0.4324144921625626
