X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-74.2564,4.2777,train,0.016496240445257587,65.65790135354793,0.604490214268953
-74.1493,4.7303,train,0.004913363243452312,15.653007655878547,0.31282095789261966
-72.9201,5.5898,train,0.011646260126759532,49.905501994644645,0.5190064769576869
-72.9353,5.4908,train,0.01326011648419919,53.62826727038414,0.5512786287162554
-72.7928,5.6338,train,0.013943127166494646,56.36208916794511,0.5636685301275236
-74.2045,4.603,train,0.00534001747178165,17.74694368792704,0.3309938127232985
-73.769,5.461,train,0.004403444594075335,11.400149940004557,0.2897629826446903
-74.3703,3.7925,train,0.023100669372219138,82.85959326755402,0.6815575755276514
-74.1174,4.3766,train,0.009710399515984954,40.151392839638646,0.473593311641119
-72.7341,5.7451,train,0.01691934666049984,67.3499625219184,0.6105287152981516
-74.0221,4.8711,train,0.005662552392249028,19.95176916014923,0.3441063686528701
-74.1918,3.9442,train,0.023763023241463056,85.23611953503381,0.6876612853894299
-74.0895,3.9689,train,0.014387984355019784,57.8007491514211,0.571376851891408
-74.2773,4.6915,train,0.004906647183264253,15.16163784325769,0.3125269985986372
-74.2025,4.3434,train,0.011460153116088377,48.740148608716254,0.5149838923551538
-74.2535,4.1021,train,0.025895608582830177,90.23137774882221,0.7058163513722129
-73.8528,5.2463,train,0.011405248567598947,47.596122185673806,0.5137842810641086
-72.5441,5.8511,train,0.018321000344094906,72.71851353791459,0.6292791048197794
-72.7133,5.861,train,0.012291147759052738,52.302158250067365,0.5324435414045421
-72.2593,6.4649,train,0.03901512095652014,100.0,0.7833042233067298
