X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-76.5972,3.5895,train,0.0038203189700713263,36.91721490744987,0.5117751228857046
-76.08,5.1832,train,0.003900244806067609,39.23308244913795,0.51694715694677
-75.5716,4.7255,train,0.0049942145713615235,78.5312428336355,0.5781187545175925
-75.952,5.2037,train,0.004514890625254779,58.58964174433664,0.5533353739085923
-76.4311,3.8687,train,0.0033857350063130347,30.463719866427493,0.481594895159669
-76.6333,3.5,train,0.0037444800274001214,35.39820477773499,0.5067640987337301
-75.891,5.3731,train,0.004552811441959397,61.31741072449142,0.5554016423248062
-76.296,4.7415,train,0.004364447645989136,54.57597454291743,0.5449450845984696
-75.6321,4.6302,train,0.005031147323629503,80.03616755197656,0.5799147241684459
-76.5886,3.8818,train,0.004314027671767352,52.40457828809937,0.5420621645545303
-76.4763,4.0109,train,0.004503436906990484,57.687122524299674,0.5527074900433142
-76.654,3.3306,train,0.0030873850886017663,23.891979537615025,0.45861980648176226
-76.5833,3.6833,train,0.0033409011353610577,28.781725134902683,0.478267664554199
-76.1939,3.8609,train,0.003065548852889564,23.58327570974825,0.45685802050475915
-76.1368,4.5529,train,0.0028799919024969337,19.704338276828068,0.4414110770138158
-75.5409,4.9516,train,0.004739905789152267,67.83272751428699,0.5653226363036254
-76.2417,6.5866,train,0.004928334437480132,76.54524284090814,0.5748767080587006
-76.9149,2.519,train,0.004703133289222768,65.94404308892206,0.5634078259443936
-76.0833,5.04,train,0.004750102146834331,69.25816479385277,0.5658506083442211
-75.4967,4.763,train,0.0019369744882942244,10.651330484523857,0.3470350874865756
-75.8846,5.5046,train,0.005154283751797079,82.59558710958801,0.5857936823575717
-77.064,2.5077,train,0.002343606888883531,13.756151350459119,0.3913756111771445
-76.2555,4.5653,train,0.003902795270572693,39.62190826190139,0.5171103950066339
-75.897,4.2254,train,0.003963517650274133,41.19932248526174,0.5209645038619154
-76.169,3.623,train,0.0028655629278062106,19.1305948643223,0.44017301825070226
-76.0764,4.0107,train,0.003791545577977096,36.15354868738461,0.5098859672100171
-75.1169,5.4721,train,0.004178891680721507,47.308158697438664,0.5341520756594689
-75.1251,6.9862,train,0.004021705203120635,42.802146536010035,0.5246004396552393
-75.15,7.07,train,0.0029197600821450585,20.57701690050172,0.4447951593158086
-75.0994,6.8178,train,0.003432470962622581,32.515408273166415,0.48501840634742166
-75.4827,5.1038,train,0.004950299004851839,77.53292855832953,0.5759631357069451
-75.4007,7.0598,train,0.0043557762987455565,54.13952706218507,0.5444518604785901
-75.0444,5.5234,train,0.0026389569225605362,17.47886718104611,0.41998353494048385
