_id,species,taxonomicStatus,acceptedNameUsage,scientificNameAuthorship,kingdom,phylum,class,order,family,genus,specificEpithet,nameAccordingTo,taxVerifSource,sppInCol,recordsVisualizationPrivileges,speciesInCountry,validName,bmClass,invasive,endemic,iucn,cites,amenazaNacional,taxID,migratoryType,iucnSpeciesID,uploadUser,uploadDate
ObjectId(5925c7ac875e0e140c003033),Abarema barbouriana,pending,Abarema barbouriana,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Abarema,barbouriana,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,1,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925ca36875e0e140c00373d),Abelmoschus moschatus,pending,Abelmoschus moschatus,,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,moschatus,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,5,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c7ad875e0e140c003037),Acacia farnesiana,pending,Vachellia farnesiana,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,farnesiana,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,10,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c812875e0e140c00314b),Acacia polyphylla,pending,Senegalia polyphylla,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,polyphylla,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,11,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c7ae875e0e140c003039),Acacia macracantha,pending,Vachellia macracantha,Humb. & Bonpl. ex Willd.,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,macracantha,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,12,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c7ae875e0e140c00303a),Acacia tenuifolia,pending,Senegalia tenuifolia,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,tenuifolia,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,13,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cdfa875e0e140c004085),Acaena cylindristachya,pending,Acaena cylindristachya,,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Acaena,cylindristachya,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,14,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cdfa875e0e140c004086),Acaena elongata,pending,Acaena elongata,,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Acaena,elongata,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,15,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c9df875e0e140c003654),Acalypha padifolia,pending,Acalypha padifolia,,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,padifolia,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,20,,45171,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc89875e0e140c003d4d),Aciachne acicularis,pending,Aciachne acicularis,,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Aciachne,acicularis,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,34,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c6a3875e0e140c002d65),Acidodontium megalocarpum,pending,Acidodontium megalocarpum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Acidodontium,megalocarpum,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,35,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c9e1875e0e140c003658),Acidoton nicaraguensis,pending,Acidoton nicaraguensis,,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acidoton,nicaraguensis,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,36,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925ca48875e0e140c00376a),Aciotis acuminifolia,pending,Aciotis acuminifolia,,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Aciotis,acuminifolia,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,37,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925ca48875e0e140c00376b),Aciotis indecora,pending,Aciotis indecora,,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Aciotis,indecora,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,38,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925ca48875e0e140c00376c),Aciotis ornata,pending,Aciotis ornata,,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Aciotis,ornata,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,39,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925ca49875e0e140c00376d),Aciotis polystachya,pending,Aciotis polystachya,(Bonpl.) Triana.,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Aciotis,polystachya,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,40,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925ca4a875e0e140c00376e),Aciotis purpurascens,pending,Aciotis purpurascens,,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Aciotis,purpurascens,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,41,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925ca4a875e0e140c00376f),Aciotis rubricaulis,pending,Aciotis rubricaulis,,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Aciotis,rubricaulis,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,42,,45659,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c625875e0e140c002c20),Acmella oppositifolia,pending,Acmella oppositifolia,(Lam.) R.K. Jansen.,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Acmella,oppositifolia,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,45,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cd69875e0e140c003f48),Adiantum pulverulentum,pending,Adiantum pulverulentum,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,pulverulentum,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,65,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cd69875e0e140c003f49),Adiantum raddianum,pending,Adiantum raddianum,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,raddianum,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,66,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cd6a875e0e140c003f4a),Adiantum tetraphyllum,pending,Adiantum tetraphyllum,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,tetraphyllum,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,67,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cd6a875e0e140c003f4b),Adiantum wilsonii,pending,Adiantum wilsonii,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,wilsonii,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,68,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc89875e0e140c003d4f),Aechmea angustifolia,pending,Aechmea angustifolia,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,angustifolia,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,69,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc89875e0e140c003d50),Aechmea brevicollis,pending,Aechmea brevicollis,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,brevicollis,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,70,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8a875e0e140c003d51),Aechmea contracta,pending,Aechmea contracta,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,contracta,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,71,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8a875e0e140c003d52),Aechmea corymbosa,pending,Aechmea corymbosa,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,corymbosa,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,72,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8b875e0e140c003d53),Aechmea dactylina,pending,Aechmea dactylina,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,dactylina,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,73,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8b875e0e140c003d54),Aechmea germinyana,pending,Aechmea germinyana,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,germinyana,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,74,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8c875e0e140c003d55),Aechmea hoppii,pending,Streptocalyx colombianus,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Streptocalyx,colombianus,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,75,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8c875e0e140c003d56),Aechmea magdalenae,pending,Aechmea magdalenae,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,magdalenae,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,76,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8c875e0e140c003d57),Aechmea nivea,pending,Aechmea nivea,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,nivea,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,true,NE,,NE,77,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8d875e0e140c003d58),Aechmea penduliflora,pending,Aechmea penduliflora,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,penduliflora,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,78,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8d875e0e140c003d59),Aechmea pubescens,pending,Aechmea pubescens,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,pubescens,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,79,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8e875e0e140c003d5a),Aechmea setigera,pending,Aechmea setigera,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,setigera,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,80,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8e875e0e140c003d5b),Aechmea tillandsioides,pending,Aechmea tillandsioides,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,tillandsioides,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,81,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8e875e0e140c003d5c),Aechmea tonduzii,pending,Aechmea tonduzii,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,tonduzii,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,82,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cc8f875e0e140c003d5d),Aechmea veitchii,pending,Aechmea veitchii,,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,veitchii,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,83,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c628875e0e140c002c28),Ageratina pseudochilca,pending,Ageratina pseudochilca,(Benth.) R. King & H. Rob ,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ageratina,pseudochilca,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,99,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c5a0875e0e140c002aa4),Aglaiocercus coelestis,pending,Aglaiocercus coelestis,Gould.,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaiocercus,coelestis,"Avendaño JE, Bohórquez CI, Roselli L, Arzuza-Buelvas D, Estela FA, Cuervo AM, Stiles FG, Renjifo LM. (2017). Lista de chequeo de las aves de Colombia: Una síntesis del estado de conocimiento desde Hilty & Brown (1986). Ornitología Colombiana. 16: eA01-1.",Record author,false,0,true,true,aves,false,false,LC,II,NE,105,,22688059,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c5d8875e0e140c002b3e),Aiphanes hirsuta,pending,Aiphanes hirsuta,,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Aiphanes,hirsuta,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,LC,,NE,114,,39019,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c5d9875e0e140c002b41),Aiphanes macroloba,pending,Aiphanes macroloba,,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Aiphanes,macroloba,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,118,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c857875e0e140c00320d),Alibertia edulis,pending,Alibertia edulis,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Alibertia,edulis,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,137,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c62a875e0e140c002c2d),Alloispermum caracasanum,pending,Alloispermum caracasanum,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Alloispermum,caracasanum,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,139,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c83a875e0e140c0031b7),Alnus jorullensis,pending,Alnus acuminata,,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,acuminata,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,LC,,NE,140,,194477,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c6bf875e0e140c002db4),Alternanthera brasiliana,pending,Alternanthera brasiliana,,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Alternanthera,brasiliana,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,144,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c5a3875e0e140c002aaa),Amazilia rosenbergi,pending,Amazilia rosenbergi,,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,rosenbergi,"Avendaño JE, Bohórquez CI, Roselli L, Arzuza-Buelvas D, Estela FA, Cuervo AM, Stiles FG, Renjifo LM. (2017). Lista de chequeo de las aves de Colombia: Una síntesis del estado de conocimiento desde Hilty & Brown (1986). Ornitología Colombiana. 16: eA01-1.",Record author,false,0,true,true,aves,false,false,LC,II,NE,157,,22687559,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cdc9875e0e140c00401c),Amazona amazonica,pending,Amazona amazonica,,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,amazonica,"Avendaño JE, Bohórquez CI, Roselli L, Arzuza-Buelvas D, Estela FA, Cuervo AM, Stiles FG, Renjifo LM. (2017). Lista de chequeo de las aves de Colombia: Una síntesis del estado de conocimiento desde Hilty & Brown (1986). Ornitología Colombiana. 16: eA01-1.",Record author,false,0,true,true,aves,false,false,LC,II,NE,162,,22686350,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925cdcb875e0e140c00401f),Amazona mercenaria,pending,Amazona mercenaria,,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,mercenaria,"Avendaño JE, Bohórquez CI, Roselli L, Arzuza-Buelvas D, Estela FA, Cuervo AM, Stiles FG, Renjifo LM. (2017). Lista de chequeo de las aves de Colombia: Una síntesis del estado de conocimiento desde Hilty & Brown (1986). Ornitología Colombiana. 16: eA01-1.",Record author,false,0,false,true,aves,false,false,LC,II,NE,165,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c62b875e0e140c002c2f),Ambrosia peruviana,pending,Ambrosia peruviana,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,peruviana,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,169,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c600875e0e140c002bb5),Anathallis sclerophylla,pending,Anathallis sclerophylla,,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Anathallis,sclerophylla,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,II,NE,189,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c9af875e0e140c0035d5),Anaxagorea brevipes,pending,Anaxagorea brevipes,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Anaxagorea,brevipes,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,192,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c9b1875e0e140c0035d7),Anaxagorea dolichocarpa,pending,Anaxagorea dolichocarpa,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Anaxagorea,dolichocarpa,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,194,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925c9b1875e0e140c0035d9),Anaxagorea rufa,pending,Anaxagorea rufa,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Anaxagorea,rufa,"Bernal R, Gradstein SR, Celis M. (eds.). (2015). Catálogo de plantas y líquenes de Colombia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia, Bogotá.",Record author,false,0,true,true,plantas,false,false,NE,,NE,196,,,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5925caef875e0e140c00392d),Ancistrops strigilatus,pending,Ancistrops strigilatus,,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Ancistrops,strigilatus,"Avendaño JE, Bohórquez CI, Roselli L, Arzuza-Buelvas D, Estela FA, Cuervo AM, Stiles FG, Renjifo LM. (2017). Lista de chequeo de las aves de Colombia: Una síntesis del estado de conocimiento desde Hilty & Brown (1986). Ornitología Colombiana. 16: eA01-1.",Record author,false,0,true,true,aves,false,false,LC,,NE,197,,22702757,jhan-uamoreno,2018-05-30T09:00:00.000Z
ObjectId(5824e241875e0e17a8004fe9),Andigena hypoglauca,pending,Andigena hypoglauca,Gould.,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Andigena,hypoglauca,"Avendaño JE, Bohórquez CI, Roselli L, Arzuza-Buelvas D, Estela FA, Cuervo AM, Stiles FG, Renjifo LM. (2017). Lista de chequeo de las aves de Colombia: Una síntesis del estado de conocimiento desde Hilty & Brown (1986). Ornitología Colombiana. 16: eA01-1.",Record author,true,0,true,true,aves,false,false,NT,,VU,198,,22682055,jhan-uamoreno,2018-05-30T09:00:00.000Z
