X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-76.1025,5.24,train,0.008440083250649261,39.40144585015562,0.4650422977876817
-76.1713,6.0298,train,0.006318478157460037,26.47169816656397,0.39422827377007075
-76.0472,5.7699,train,0.016261034569674843,73.19183064928067,0.626146471558996
-76.0911,6.4317,train,0.024082758174229602,90.67471700246973,0.7126817878111846
-75.9014,5.515,train,0.015043208209115437,70.02784212494659,0.6077525973832343
-76.0261,5.6428,train,0.01153340097503808,54.247891008728175,0.5429428847019871
-76.0346,6.514,train,0.0205027267681117,86.04153709017814,0.6786351136150188
-76.95,2.5333,train,0.01139552296429408,53.094728061113024,0.5399568812683625
-76.1438,4.9921,train,0.010516762219043617,50.8424134108099,0.5199690964428656
-76.2301,5.1383,train,0.007218490614704135,32.585266256439674,0.42643639457926746
-75.7966,5.5402,train,0.018872078477278915,82.05289480682438,0.6603001363834287
-76.1772,5.82,train,0.003314128399255362,9.016331898363584,0.2544805475993445
-76.0797,5.122,train,0.031390944206500904,96.81698428033508,0.76377129361231
