X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
2.0,2.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
3.0,3.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
4.0,4.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
5.0,5.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
6.0,6.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
7.0,7.0,train,0.004678937318055492,61.729646458761,0.6398426869977323
8.0,8.0,train,0.0041813692429013664,19.282641631994842,0.5985275118338859
9.0,9.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
10.0,10.0,train,0.004702653525520995,69.23288218948049,0.641702133306161
11.0,11.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
12.0,12.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
13.0,13.0,train,0.004600182785043418,58.95540474954472,0.633598508212942
14.0,14.0,train,0.004678937318055492,61.729646458761,0.6398426869977323
15.0,15.0,train,0.00509633734298394,74.58127989544442,0.6712031366296769
16.0,16.0,train,0.004511977334516549,52.05724395771952,0.6264763852971886
17.0,17.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
18.0,18.0,train,0.004600182785043418,58.95540474954472,0.633598508212942
19.0,19.0,train,0.004678937318055492,61.729646458761,0.6398426869977323
20.0,20.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
21.0,21.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
22.0,22.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
23.0,23.0,train,0.004685377206629911,65.00421326910752,0.6403485525434791
24.0,24.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
25.0,25.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
26.0,26.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
27.0,27.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
28.0,28.0,train,0.004500996275440339,48.0047511831724,0.6255800871065472
29.0,29.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
30.0,30.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
31.0,31.0,train,0.004500996275440339,48.0047511831724,0.6255800871065472
32.0,32.0,train,0.00406405159556602,13.500184898876487,0.5881148720022272
33.0,33.0,train,0.004125203736182651,15.146172021627905,0.593575749532401
34.0,34.0,train,0.004148718698494364,18.44816994511553,0.5956563064169766
35.0,35.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
36.0,36.0,train,0.004105759351502468,14.320257453832484,0.5918472654707234
37.0,37.0,train,0.0041813692429013664,19.282641631994842,0.5985275118338859
38.0,38.0,train,0.004300174507681176,23.116807296139157,0.6088039512222331
39.0,39.0,train,0.004600182785043418,58.95540474954472,0.633598508212942
40.0,40.0,train,0.004045330595517276,11.874856331181185,0.5864284649527505
41.0,41.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
42.0,42.0,train,0.004685377206629911,65.00421326910752,0.6403485525434791
43.0,43.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
44.0,44.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
45.0,45.0,train,0.004300174507681176,23.116807296139157,0.6088039512222331
46.0,46.0,train,0.004782614107825048,70.65969846149859,0.6479009060036017
47.0,47.0,train,0.004500996275440339,48.0047511831724,0.6255800871065472
48.0,48.0,train,0.004857779789021814,72.10596191904862,0.6536301412480023
49.0,49.0,train,0.00406405159556602,13.500184898876487,0.5881148720022272
50.0,50.0,train,0.004802931444311365,71.13991995060533,0.6494588032236385
51.0,51.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
52.0,52.0,train,0.00569344463753063,89.6155381101415,0.7113783026410955
53.0,53.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
54.0,54.0,train,0.00814550706863905,98.37089550821946,0.8309938373531232
55.0,55.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
56.0,56.0,train,0.00509633734298394,74.58127989544442,0.6712031366296769
57.0,57.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
58.0,58.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
59.0,59.0,train,0.004685377206629911,65.00421326910752,0.6403485525434791
60.0,60.0,train,0.004802931444311365,71.13991995060533,0.6494588032236385
61.0,61.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
62.0,62.0,train,0.004500996275440339,48.0047511831724,0.6255800871065472
63.0,63.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
64.0,64.0,train,0.00814550706863905,98.37089550821946,0.8309938373531232
65.0,65.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
66.0,66.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
67.0,67.0,train,0.004500996275440339,48.0047511831724,0.6255800871065472
68.0,68.0,train,0.00569344463753063,89.6155381101415,0.7113783026410955
69.0,69.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
70.0,70.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
71.0,71.0,train,0.004163167728675265,18.86445666320525,0.5969294413676636
72.0,72.0,train,0.004500996275440339,48.0047511831724,0.6255800871065472
73.0,73.0,train,0.004202623805576225,20.541341209032186,0.600385618747672
74.0,74.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
75.0,75.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
76.0,76.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
77.0,77.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
78.0,78.0,train,0.004678937318055492,61.729646458761,0.6398426869977323
79.0,79.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
80.0,80.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
81.0,81.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
82.0,82.0,train,0.005148547501365898,85.81166120280776,0.6749285996883976
83.0,83.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
84.0,84.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
85.0,85.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
86.0,86.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
87.0,87.0,train,0.00584382222208779,92.4919160831285,0.7206974087167013
88.0,88.0,train,0.004678937318055492,61.729646458761,0.6398426869977323
89.0,89.0,train,0.00439193864786359,44.46351144159089,0.6165609786824577
90.0,90.0,train,0.004600182785043418,58.95540474954472,0.633598508212942
91.0,91.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
92.0,92.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
93.0,93.0,train,0.0045961333200612775,53.43685081673755,0.6332745294799296
94.0,94.0,train,0.004702653525520995,69.23288218948049,0.641702133306161
95.0,95.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
96.0,96.0,train,0.004500996275440339,48.0047511831724,0.6255800871065472
97.0,97.0,train,0.004282120394929191,20.969561897794748,0.6072594216218605
98.0,98.0,train,0.003780488317500912,8.752504121581543,0.5618179865561113
99.0,99.0,train,0.004125203736182651,15.146172021627905,0.593575749532401
100.0,100.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
101.0,101.0,train,0.004702653525520995,69.23288218948049,0.641702133306161
102.0,102.0,train,0.0045961333200612775,53.43685081673755,0.6332745294799296
103.0,103.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
104.0,104.0,train,0.004376993929991108,44.02447275237686,0.6153082350648713
105.0,105.0,train,0.00569344463753063,89.6155381101415,0.7113783026410955
106.0,106.0,train,0.004702653525520995,69.23288218948049,0.641702133306161
107.0,107.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
108.0,108.0,train,0.004702653525520995,69.23288218948049,0.641702133306161
109.0,109.0,train,0.004354188064152996,30.49763655841623,0.6133886363401746
110.0,110.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
111.0,111.0,train,0.004599053530731727,53.912040533066346,0.6335081906524402
112.0,112.0,train,0.004105759351502468,14.320257453832484,0.5918472654707234
113.0,113.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
114.0,114.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
115.0,115.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
116.0,116.0,train,0.004600182785043418,58.95540474954472,0.633598508212942
117.0,117.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
118.0,118.0,train,0.004343168237753625,30.057432042547266,0.6124576540189592
119.0,119.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
120.0,120.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
121.0,121.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
122.0,122.0,train,0.00439193864786359,44.46351144159089,0.6165609786824577
123.0,123.0,train,0.00406405159556602,13.500184898876487,0.5881148720022272
124.0,124.0,train,0.00814550706863905,98.37089550821946,0.8309938373531232
125.0,125.0,train,0.00434081217863476,23.55685141774099,0.6122583175767675
126.0,126.0,train,0.0044279625555843395,46.66316040022551,0.6195639460646876
127.0,127.0,train,0.0044279625555843395,46.66316040022551,0.6195639460646876
128.0,128.0,train,0.004105759351502468,14.320257453832484,0.5918472654707234
129.0,129.0,train,0.004857779789021814,72.10596191904862,0.6536301412480023
130.0,130.0,train,0.005101926075610126,76.10968369060312,0.671603953358876
131.0,131.0,train,0.00439193864786359,44.46351144159089,0.6165609786824577
132.0,132.0,train,0.00569344463753063,89.6155381101415,0.7113783026410955
133.0,133.0,train,0.004125203736182651,15.146172021627905,0.593575749532401
134.0,134.0,train,0.004511977334516549,52.05724395771952,0.6264763852971886
