Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.12062E-3,14.73234513,0.593168856,0.810810811,0.065088757,0
4.1252E-3,15.144865503,0.59357575,0.806306306,0.065088757,0
4.13346E-3,18.033333459,0.594307211,0.774774775,0.106508876,0
4.14872E-3,18.448205329,0.595656306,0.77027027,0.106508876,0
4.16317E-3,18.864522102,0.596929441,0.765765766,0.112426036,0
4.18137E-3,19.282659026,0.598527512,0.761261261,0.118343195,0
4.18137E-3,19.70079595,0.598527512,0.752252252,0.118343195,0
4.20262E-3,20.121058331,0.600385619,0.752252252,0.130177515,0
4.20262E-3,20.541320711,0.600385619,0.743243243,0.130177515,0
4.28212E-3,20.969532751,0.607259422,0.743243243,0.142011834,0
4.29374E-3,21.827118776,0.608254164,0.734234234,0.153846154,0
4.29605E-3,22.256724247,0.608452039,0.72972973,0.153846154,0
4.30017E-3,22.686741698,0.608803951,0.725225225,0.153846154,0
4.30017E-3,23.116759149,0.608803951,0.716216216,0.153846154,0
4.34081E-3,23.550840367,0.612258318,0.716216216,0.165680473,0
4.34317E-3,30.06229424,0.612457654,0.648648649,0.25443787,0
4.35419E-3,30.497713047,0.613388636,0.644144144,0.26035503,0
4.36713E-3,38.771964583,0.614479165,0.558558559,0.372781065,0
4.37699E-3,39.209663976,0.615308235,0.554054054,0.378698225,0
4.37699E-3,44.024357299,0.615308235,0.5,0.378698225,0
4.39194E-3,44.463551164,0.616560979,0.5,0.449704142,0
4.42796E-3,46.663122878,0.619563946,0.477477477,0.479289941,0
4.48869E-3,47.554787739,0.624572743,0.468468468,0.49112426,0
4.501E-3,48.004887367,0.625580087,0.463963964,0.49112426,0
4.501E-3,51.15558476,0.625580087,0.427927928,0.49112426,0
4.50705E-3,51.606290171,0.626074807,0.427927928,0.538461538,0
4.51198E-3,52.057487905,0.626476385,0.423423423,0.538461538,0
4.59613E-3,52.517101237,0.633274529,0.418918919,0.556213018,0
4.59613E-3,53.436327901,0.633274529,0.405405405,0.556213018,0
4.59905E-3,53.896233254,0.633508191,0.405405405,0.573964497,0
4.60018E-3,58.955305063,0.633598508,0.355855856,0.639053254,0
4.66462E-3,61.261840358,0.638715626,0.333333333,0.668639053,0
4.67894E-3,61.729734089,0.639842687,0.328828829,0.668639053,0
4.68538E-3,65.005634201,0.640348553,0.297297297,0.710059172,0
4.70265E-3,66.881512715,0.641702133,0.279279279,0.733727811,0
4.70265E-3,69.232839478,0.641702133,0.252252252,0.733727811,0
4.74179E-3,69.707018287,0.644749474,0.252252252,0.769230769,0
4.74322E-3,70.181339957,0.644860225,0.247747748,0.769230769,0
4.78261E-3,70.659601367,0.647900906,0.243243243,0.769230769,0
4.80293E-3,71.139894512,0.649458803,0.238738739,0.786982249,0
4.85778E-3,72.105965635,0.653630141,0.22972973,0.798816568,0
4.86745E-3,73.078488953,0.654360674,0.220720721,0.810650888,0
4.91298E-3,73.569786895,0.657778081,0.216216216,0.810650888,0
5.01877E-3,74.071663618,0.665589125,0.211711712,0.810650888,0
5.09634E-3,74.581297352,0.671203137,0.207207207,0.810650888,0
5.10193E-3,76.110757429,0.671603953,0.193693694,0.828402367,0
5.12839E-3,85.296870264,0.673494936,0.112612613,0.934911243,0
5.14855E-3,85.811725014,0.6749286,0.108108108,0.934911243,0
5.20497E-3,86.332222469,0.678907511,0.103603604,0.940828402,0
5.24801E-3,86.85702394,0.681909682,0.099099099,0.940828402,0
5.35634E-3,87.392657923,0.68934202,0.094594595,0.940828402,0
5.43035E-3,87.93569285,0.694319808,0.09009009,0.940828402,0
5.54862E-3,88.490554967,0.70210959,0.085585586,0.940828402,0
5.55566E-3,89.046120938,0.702566862,0.081081081,0.940828402,0
5.69344E-3,89.615465402,0.711378303,0.076576577,0.940828402,0
5.83963E-3,91.907461737,0.7204417,0.058558559,0.964497041,0
5.84382E-3,92.491843959,0.720697409,0.054054054,0.964497041,0
5.898E-3,94.250408719,0.723980824,0.040540541,0.982248521,0
5.95937E-3,94.846345253,0.727652842,0.036036036,0.982248521,0
6.0483E-3,95.45117527,0.732888319,0.031531532,0.982248521,0
6.54198E-3,96.105373317,0.760173128,0.027027027,0.982248521,0
7.14004E-3,96.81937737,0.789520965,0.022522523,0.982248521,0
7.36971E-3,97.556347879,0.799811389,0.018018018,0.982248521,0
8.14551E-3,98.370898586,0.830993837,0.013513514,0.982248521,0
