X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
2.0,2.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
3.0,3.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
4.0,4.0,train,0.005054304337495989,48.44307353094496,0.6263929403581947
5.0,5.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
6.0,6.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
7.0,7.0,train,0.005453323431043204,60.36928518044041,0.6543323105657611
8.0,8.0,train,0.004223024690841621,24.41993659750353,0.5607216336817835
9.0,9.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
10.0,10.0,train,0.005519000343565863,66.39264572064043,0.6587264424694266
11.0,11.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
12.0,12.0,train,0.005054304337495989,48.44307353094496,0.6263929403581947
13.0,13.0,train,0.00529888124577614,56.090073874666246,0.643775066734375
14.0,14.0,train,0.005453323431043204,60.36928518044041,0.6543323105657611
15.0,15.0,train,0.006654103692883044,83.11623848554376,0.7264259075361172
16.0,16.0,train,0.00519165595961973,54.5216031329838,0.6362563860639362
17.0,17.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
18.0,18.0,train,0.00529888124577614,56.090073874666246,0.643775066734375
19.0,19.0,train,0.005453323431043204,60.36928518044041,0.6543323105657611
20.0,20.0,train,0.005054304337495989,48.44307353094496,0.6263929403581947
21.0,21.0,train,0.00561370647248463,72.50197822806841,0.664964617943953
22.0,22.0,train,0.00561370647248463,72.50197822806841,0.664964617943953
23.0,23.0,train,0.0056129663306474665,70.2673922924443,0.6649163105486148
24.0,24.0,train,0.004373813584149512,25.717974180680297,0.5734368348332238
25.0,25.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
26.0,26.0,train,0.004373813584149512,25.717974180680297,0.5734368348332238
27.0,27.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
28.0,28.0,train,0.004039108106221986,17.860826969151837,0.5446987705002488
29.0,29.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
30.0,30.0,train,0.004373813584149512,25.717974180680297,0.5734368348332238
31.0,31.0,train,0.004039108106221986,17.860826969151837,0.5446987705002488
32.0,32.0,train,0.0035890071046087283,8.893076825272784,0.5029769310355714
33.0,33.0,train,0.0037666173244114164,13.675154968162328,0.5198786195714078
34.0,34.0,train,0.004280571893232571,24.847978765066383,0.565618393435955
35.0,35.0,train,0.004373813584149512,25.717974180680297,0.5734368348332238
36.0,36.0,train,0.0037830811096762032,17.070123776271387,0.521415928707957
37.0,37.0,train,0.004223024690841621,24.41993659750353,0.5607216336817835
38.0,38.0,train,0.003699865443659804,11.436095366094605,0.5135948848536198
39.0,39.0,train,0.00529888124577614,56.090073874666246,0.643775066734375
40.0,40.0,train,0.0036388586531809993,10.334877877399016,0.5077800674123377
41.0,41.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
42.0,42.0,train,0.0056129663306474665,70.2673922924443,0.6649163105486148
43.0,43.0,train,0.00561370647248463,72.50197822806841,0.664964617943953
44.0,44.0,train,0.00561370647248463,72.50197822806841,0.664964617943953
45.0,45.0,train,0.003699865443659804,11.436095366094605,0.5135948848536198
46.0,46.0,train,0.005496559714057046,64.19060669470815,0.657231364212775
47.0,47.0,train,0.004039108106221986,17.860826969151837,0.5446987705002488
48.0,48.0,train,0.005398271917239637,59.28386019611301,0.650605516045035
49.0,49.0,train,0.0035890071046087283,8.893076825272784,0.5029769310355714
50.0,50.0,train,0.005828892585889407,79.275518096251,0.6787180542232829
51.0,51.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
52.0,52.0,train,0.008982322499763464,91.5234916383798,0.8261751338288131
53.0,53.0,train,0.005054304337495989,48.44307353094496,0.6263929403581947
54.0,54.0,train,0.01852381707541538,100.0,0.9729031460886205
55.0,55.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
56.0,56.0,train,0.006654103692883044,83.11623848554376,0.7264259075361172
57.0,57.0,train,0.005054304337495989,48.44307353094496,0.6263929403581947
58.0,58.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
59.0,59.0,train,0.0056129663306474665,70.2673922924443,0.6649163105486148
60.0,60.0,train,0.005828892585889407,79.275518096251,0.6787180542232829
61.0,61.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
62.0,62.0,train,0.004039108106221986,17.860826969151837,0.5446987705002488
63.0,63.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
64.0,64.0,train,0.01852381707541538,100.0,0.9729031460886205
65.0,65.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
66.0,66.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
67.0,67.0,train,0.004039108106221986,17.860826969151837,0.5446987705002488
68.0,68.0,train,0.008982322499763464,91.5234916383798,0.8261751338288131
69.0,69.0,train,0.005054304337495989,48.44307353094496,0.6263929403581947
70.0,70.0,train,0.006752372105075031,85.12223985966114,0.7316128993024991
71.0,71.0,train,0.0037338283796621644,12.923277828051683,0.5168022192158587
72.0,72.0,train,0.004039108106221986,17.860826969151837,0.5446987705002488
73.0,73.0,train,0.004193798489108921,23.57819259398805,0.5582136442185213
74.0,74.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
75.0,75.0,train,0.00561370647248463,72.50197822806841,0.664964617943953
76.0,76.0,train,0.004373813584149512,25.717974180680297,0.5734368348332238
77.0,77.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
78.0,78.0,train,0.005453323431043204,60.36928518044041,0.6543323105657611
79.0,79.0,train,0.00561370647248463,72.50197822806841,0.664964617943953
80.0,80.0,train,0.004373813584149512,25.717974180680297,0.5734368348332238
81.0,81.0,train,0.005054304337495989,48.44307353094496,0.6263929403581947
82.0,82.0,train,0.006616289326066859,81.78695695057036,0.7244033122945561
83.0,83.0,train,0.004599572932213532,35.90154187085528,0.5917891711636918
84.0,84.0,train,0.005054304337495989,48.44307353094496,0.6263929403581947
85.0,85.0,train,0.004373813584149512,25.717974180680297,0.5734368348332238
86.0,86.0,train,0.004373813584149512,25.717974180680297,0.5734368348332238
87.0,87.0,train,0.009051346499289804,92.42854760901395,0.8284966532939853
88.0,88.0,train,0.005453323431043204,60.36928518044041,0.6543323105657611
89.0,89.0,train,0.004632512431740933,44.64332754523666,0.594400043508311
